Task Name,Parent Task,Level,Dataset Count,Description,Benchmarks,Metrics,Children Count
Gym halfcheetah-medium,,0,1,,,,0
Gym halfcheetah-expert,,0,1,,,,0
Gym halfcheetah-medium-expert,,0,1,,,,0
Gym halfcheetah-medium-replay,,0,1,,,,0
Gym halfcheetah-full-replay,,0,1,,,,0
Adroid pen-human,,0,1,,,,0
Adroid hammer-human,,0,1,,,,0
Adroid door-human,,0,1,,,,0
Adroid relocate-human,,0,1,,,,0
Adroid pen-cloned,,0,1,,,,0
Adroid hammer-cloned,,0,1,,,,0
Adroid door-cloned,,0,1,,,,0
Adroid relocate-cloned,,0,1,,,,0
Decipherment,,0,1,,,,0
TGIF-Transition,,0,1,,,,0
TGIF-Frame,,0,1,,,,0
ListOps,,0,1,,,,0
Diffusion Personalization Tuning Free,,0,1,,,,0
Epidemiology,,0,1,,,,0
Demosaicking,,0,1,,,,0
Probabilistic Time Series Forecasting,,0,1,,,,0
Metaheuristic Optimization,,0,1,,,,0
Polyphone disambiguation,,0,1,,CPP,,0
Sensor Modeling,,0,1,,,,0
Multivariate Time Series Forecastingm,,0,1,,,,0
Game of Hanabi,,0,1,,,,0
Two-sample testing,,0,1,,"MNIST vs Fake MNIST; HDGM (d=10, N=4000); HIGGS Data Set; Blob (9 modes, 40 for each); CIFAR-10 vs CIFAR-10.1 (1000 samples)",,0
Lexical Normalization,,0,1,,LexNorm,,0
Period Estimation,,0,1,,OmniArt,,0
OrangeSum,,0,1,,,,0
Lake Ice Monitoring,,0,1,,,,0
Clean-label Backdoor Attack (0.024%),,0,1,,,,0
Micro-Expression Spotting,,0,1,,,,0
Game of Football,,0,1,,,,0
Replay Grounding,,0,1,,,,0
Caricature,,0,1,,,,0
Split and Rephrase,,0,1,,,,0
Winogrande,,0,1,,WinoGrande,,0
Geophysics,,0,1,,,,0
Precipitation Forecasting,,0,1,,SEVIR,,0
Noun Phrase Canonicalization,,0,1,,,,0
Hypernym Discovery,,0,1,,Music domain; Medical domain; General,,0
Col BERTTriplet,,0,1,,,,0
point of interests,,0,1,,,,0
Populist attitude,,0,1,,,,0
Phone-level pronunciation scoring,,0,1,,,,0
Utterance-level pronounciation scoring,,0,1,,,,0
Non-Intrusive Load Monitoring,,0,1,,,,0
Time Series Averaging,,0,1,,,,0
Quantum Machine Learning,,0,1,,https://www.kaggle.com/datasets/saurabhshahane/classification-of-malwares; iris,,0
N-Queens Problem - All Possible Solutions,,0,1,,,,0
Traveling Salesman Problem,,0,1,,,,0
Multi-Choice MRC,,0,1,,,,0
Graphon Estimation,,0,1,,,,0
Clinical Note Phenotyping,,0,1,,,,0
Computational Phenotyping,,0,1,,,,0
Propaganda technique identification,,0,1,,,,0
Synthetic Data Evaluation,,0,1,,,,0
Mobile Security,,0,1,,,,0
Stable MCI vs Progressive MCI,,0,1,,,,0
Human Body Volume Estimation,,0,1,,,,0
Causal Identification,,0,1,,,,0
HumanEval,,0,1,,,,0
MTEB Benchmark,,0,1,,,,0
AllNLI Triplet,,0,1,,,,0
Question-Answer categorization,,0,1,,QC-Science,,0
EditCompletion,,0,1,,C# EditCompletion,,0
Node Regression,,0,1,,,,0
Algorithmic Trading,,0,1,,,,0
Patient Phenotyping,,0,1,,HiRID,,0
Circulatory Failure,,0,1,,HiRID,,0
Respiratory Failure,,0,1,,HiRID,,0
Remaining Length of Stay,,0,1,,,,0
Task 2,,0,1,,,,0
Problem-Solving Deliberation,,0,1,,,,0
Classify murmurs,,0,1,,,,0
reinforcement-learning,,0,1,,,,0
Capacity Estimation,,0,1,,,,0
SMAC,,0,1,,SMAC MMM2; SMAC 6h_vs_8z; SMAC MMM2_7m2M1M_vs_9m3M1M; SMAC 3s5z_vs_4s6z; SMAC 6h_vs_9z; SMAC MMM2_7m2M1M_vs_8m4M1M; SMAC 27m_vs_30m; SMAC 3s5z_vs_3s6z; SMAC corridor_2z_vs_24zg; SMAC 26m_vs_30m,,0
Moving Point Cloud Processing,,0,1,,,,0
Fine-Grained Facial Editing,,0,1,,,,0
VGSI,,0,1,,,,0
Safe Reinforcement Learning,,0,1,,,,0
GSM8K,,0,1,,gsm8k (5-shots); GSM8K,,0
DrugProt,,0,1,,,,0
Galaxy emergent property recreation,,0,1,,,,0
BBBC021 NSC Accuracy,,0,1,,,,0
CYCLoPs Accuracy,,0,1,,,,0
Multimodal GIF Dialog,,0,1,,,,0
Success Rate (5 task-horizon),,0,1,,,,0
Avg. sequence length,,0,1,,,,0
BIG-bench Machine Learning,,0,1,,38-Cloud; BIG-bench,,0
Identify Odd Metapor,,0,1,,BIG-bench,,0
Odd One Out,,0,1,,BIG-bench,,0
Crash Blossom,,0,1,,,,0
Auto Debugging,,0,1,,Big-bench Lite,,0
Crass AI,,0,1,,,,0
Empirical Judgments,,0,1,,,,0
Timedial,,0,1,,,,0
Business Ethics,,0,1,,,,0
Moral Disputes,,0,1,,,,0
Moral Permissibility,,0,1,,,,0
FEVER (2-way),,0,1,,,,0
FEVER (3-way),,0,1,,,,0
Misconceptions,,0,1,,,,0
High School European History,,0,1,,BIG-bench,,0
High School US History,,0,1,,BIG-bench,,0
High School World History,,0,1,,BIG-bench,,0
International Law,,0,1,,BIG-bench,,0
Jurisprudence,,0,1,,BIG-bench,,0
Management,,0,1,,BIG-bench,,0
Marketing,,0,1,,BIG-bench,,0
Philosophy,,0,1,,BIG-bench,,0
Prehistory,,0,1,,BIG-bench,,0
Professional Law,,0,1,,BIG-bench,,0
World Religions,,0,1,,BIG-bench,,0
Entailed Polarity,,0,1,,,,0
Evaluating Information Essentiality,,0,1,,,,0
Metaphor Boolean,,0,1,,,,0
Physical Intuition,,0,1,,,,0
Presuppositions As NLI,,0,1,,,,0
Professional Accounting,,0,1,,,,0
Anatomy,,0,1,,BIG-bench,,0
College Medicine,,0,1,,BIG-bench,,0
Human Aging,,0,1,,BIG-bench,,0
Human Organs Senses Multiple Choice,,0,1,,BIG-bench,,0
Nutrition,,0,1,,BIG-bench,,0
Professional Medicine,,0,1,,BIG-bench,,0
Virology,,0,1,,BIG-bench,,0
English Proverbs,,0,1,,,,0
Implicatures,,0,1,,,,0
Implicit Relations,,0,1,,,,0
LAMBADA,,0,1,,,,0
Movie Dialog Same Or Different,,0,1,,,,0
Phrase Relatedness,,0,1,,,,0
RACE-h,,0,1,,,,0
RACE-m,,0,1,,,,0
College Biology,,0,1,,,,0
College Chemistry,,0,1,,,,0
College Computer Science,,0,1,,,,0
College Physics,,0,1,,,,0
Conceptual Physics,,0,1,,,,0
High School Biology,,0,1,,,,0
High School Chemistry,,0,1,,,,0
High School Computer Science,,0,1,,,,0
High School Physics,,0,1,,,,0
High School Statistics,,0,1,,,,0
Physics MC,,0,1,,,,0
Econometrics,,0,1,,BIG-bench,,0
High School Geography,,0,1,,BIG-bench,,0
High School Government and Politics,,0,1,,BIG-bench,,0
High School Macroeconomics,,0,1,,BIG-bench,,0
High School Microeconomics,,0,1,,BIG-bench,,0
High School Psychology,,0,1,,BIG-bench,,0
Human Sexuality,,0,1,,BIG-bench,,0
Public Relations,,0,1,,BIG-bench,,0
Sociology,,0,1,,BIG-bench,,0
US Foreign Policy,,0,1,,BIG-bench,,0
Sleep Staging,,0,1,,,,0
W-R-L-D Sleep Staging,,0,1,,,,0
W-R-N Sleep Staging,,0,1,,,,0
Atari Games 100k,,0,1,,,,0
fr-en,,0,1,,,,0
es-en,,0,1,,,,0
de-en,,0,1,,,,0
EEG 4 classes,,0,1,,,,0
EEG Left/Right hand,,0,1,,,,0
EM showers clusterization,,0,1,,,,0
Topic coverage,,0,1,,,,0
Single Choice Question,,0,1,,,,0
Toponym Resolution,,0,1,,,,0
RoomEnv-v0,,0,1,,,,0
Surveillance-to-Single,,0,1,,,,0
Surveillance-to-Booking,,0,1,,,,0
Surveillance-to-Surveillance,,0,1,,,,0
ECG Wave Delineation,,0,1,,,,0
TDC ADMET Benchmarking Group,,0,1,,,,0
SpO2 estimation,,0,1,,,,0
Time Offset Calibration,,0,1,,,,0
Mental Workload Estimation,,0,1,,,,0
Industrial Robots,,0,1,,,,0
Singer Identification,,0,1,,,,0
Skill Mastery,,0,1,,RGB-Stacking,,0
Binary Quantification,,0,1,,,,0
Unsupervised Spatial Clustering,,0,1,,,,0
Privacy Preserving,,0,1,,,,0
Log Solubility,,0,1,,ESOL,,0
Row Annotation,,0,1,,,,0
Morpheme Segmentaiton,,0,1,,UniMorph 4.0,,0
Chemical Indexing,,0,1,,BC7 NLM-Chem,,0
Virtual Try-Off,,0,1,,,,0
Playing the Game of 2048,,0,1,,The Game of 2048,,0
Lexical Analysis,,0,1,,,,0
Negation Scope Resolution,,0,1,,,,0
Speculation Scope Resolution,,0,1,,,,0
Negation and Speculation Scope resolution,,0,1,,,,0
Exemplar-Free Counting,,0,1,,,,0
A-VB Two,,0,1,,,,0
A-VB High,,0,1,,,,0
A-VB Culture,,0,1,,,,0
Open Relation Modeling,,0,1,,,,0
Game of Go,,0,1,,ELO Ratings,,0
Holdout Set,,0,1,,xView3-SAR,,0
Humanitarian,,0,1,,,,0
Descriptive,,0,1,,,,0
Remove - PQ,,0,1,,,,0
Remove - PO,,0,1,,,,0
Replace - PQ,,0,1,,,,0
Replace - PO,,0,1,,,,0
Add - PQ,,0,1,,,,0
Add - PO,,0,1,,,,0
Specificity,,0,1,,,,0
Partially Observable Reinforcement Learning,,0,1,,,,0
Model-based Reinforcement Learning,,0,1,,,,0
Definition Modelling,,0,1,,,,0
Vocal ensemble separation,,0,1,,,,0
Navigate,,0,1,,,,0
RoomEnv-v1,,0,1,,,,0
Card Games,,0,1,,,,0
FocusNews (test),,0,1,,,,0
SRF (test),,0,1,,,,0
Protein Folding,,0,1,,,,0
Driver Identification,,0,1,,,,0
Graph Attention,,0,1,,,,0
Film Simulation,,0,1,,,,0
Acne Severity Grading,,0,1,,ACNE04,,0
Subgraph Counting - K4,,0,1,,,,0
Subgraph Counting - Triangle,,0,1,,,,0
Subgraph Counting - 3 Star,,0,1,,,,0
Subgraph Counting - Chordal C4,,0,1,,,,0
Subgraph Counting - 2 star,,0,1,,,,0
Subgraph Counting - C4,,0,1,,,,0
Subgraph Counting - Tailed Triangle,,0,1,,,,0
Subgraph Counting - C5,,0,1,,,,0
Subgraph Counting - C6,,0,1,,,,0
Subgraph Counting,,0,1,,,,0
Hurricane Forecasting,,0,1,,,,0
All,,0,1,,,,0
Diagnostic,,0,1,,,,0
Sub-diagnostic,,0,1,,,,0
Super-diagnostic,,0,1,,,,0
Form,,0,1,,,,0
VCGBench-Diverse,,0,1,,VideoInstruct,,0
Operator learning,,0,1,,,,0
Solar Irradiance Forecasting,,0,1,,ASOS Data,,0
Proper Noun,,0,1,,,,0
XLM-R,,0,1,,,,0
Bayesian Optimization,,0,1,,,,0
Bug fixing,,0,1,,,,0
Travel Time Estimation,,0,1,,,,0
Automatic Lyrics Transcription,,0,1,,,,0
Virtual Try-on (Shop2Street),,0,1,,,,0
Virtual Try-on (Model2Street),,0,1,,,,0
Virtual Try-on (Street2Street),,0,1,,,,0
Vignetting Removal,,0,1,,,,0
Model Editing,,0,1,,,,0
SVBRDF Estimation,,0,1,,,,0
TAR,,0,1,,,,0
tabular-regression,,0,1,,,,0
Mixed Reality,,0,1,,,,0
Self-Learning,,0,1,,,,0
Joint Radar-Communication,,0,1,,,,0
EEG,,0,1,,,,0
Multiclass Quantification,,0,1,,,,0
Neural Network Security,,0,1,,,,0
Long Term Anticipation,,0,1,,,,0
point cloud upsampling,,0,1,,,,0
Film Removal,,0,1,,,,0
Citation worthiness,,0,1,,,,0
Omniverse Isaac Gym,,0,1,,,,0
Acrobot,,0,1,,,,0
Low-latency processing,,0,1,,,,0
Hypergraph Contrastive Learning,,0,1,,,,0
Semi-Supervised Person Re-Identification,,0,1,,,,0
Domain Adaptive Person Re-Identification,,0,1,,,,0
MMLU,,0,1,,mmlu (5-shots); MMLU-Pro; mmlu (chat CoT),,0
Hallucination,,0,1,,MMNeedle,,0
Person Identification (1-shot),,0,1,,,,0
Fashion Compatibility Learning,,0,1,,,,0
4k,,0,1,,,,0
Dataset Size Recovery,,0,1,,,,0
Sequential Pattern Mining,,0,1,,,,0
Layout Design,,0,1,,,,0
RoomEnv-v2,,0,1,,,,0
Vietnamese Datasets,,0,1,,,,0
Game of Poker,,0,1,,,,0
MMR total,,0,1,,MRR-Benchmark,,0
GermEval2024 Shared Task 1 Subtask 1,,0,1,,GerMS-AT,,0
GermEval2024 Shared Task 1 Subtask 2,,0,1,,GerMS-AT,,0
Occlusion Estimation,,0,1,,,,0
TiROD,,0,1,,,,0
Flood extent forecasting,,0,1,,,,0
News Authenticity Identification,,0,1,,,,0
Li-ion State of Health Estimation,,0,1,,NASA Li-ion Dataset,,0
Chemical Process,,0,1,,,,0
software testing,,0,1,,,,0
erson Re-Identification,,0,1,,,,0
Demand Forecasting,,0,1,,,,0
Neural Network simulation,,0,1,,,,0
Liquid Simulation,,0,1,,,,0
Equilibrium traffic assignment,,0,1,,,,0
Authorship Attribution,,0,1,,,,0
Author Profiling,,0,1,,,,0
MMSQL performance,,0,1,,,,0
Task Planning,,0,1,,,,0
Quant Trading,,0,1,,,,0
Raspberry Pi 3,,0,1,,,,0
Raspberry Pi 4,,0,1,,,,0
Raspberry Pi 5,,0,1,,,,0
Crashworthiness Design,,0,1,,,,0
ECG Digitization,,0,1,,ECG-Image-Database,,0
Sand,,0,1,,,,0
Sequential Decision Making,,0,1,,,,0
Credit score,,0,1,,,,0
Load Virtual Sensing,,0,1,,,,0
Load Virtual Sensing (Fx),,0,1,,,,0
Load Virtual Sensing (Fy),,0,1,,,,0
Red Teaming,,0,1,,SUDO Dataset,,0
Real-World Adversarial Attack,,0,1,,,,0
Atomic Forces,,0,1,,,,0
Field Boundary Delineation,,0,1,,,,0
LLM real-life tasks,,0,1,,,,0
Fixed Few Shot Prompting Danger Assessment,,0,1,,,,0
Zero Shot Prompting Danger Assessment,,0,1,,,,0
Fixed Few Shot Prompting,,0,1,,,,0
Building Damage Assessment,,0,1,,,,0
automatic short answer grading,,0,1,,,,0
Causal Judgment,,0,1,,,,0
Deep Learning,,0,1,,,,0
Procedure Learning,,0,1,,,,0
Scheduling,,0,1,,,,0
Game of Mafia,,0,1,,,,0
Asynchronous Group Communication,,0,1,,,,0
Building Flood Damage Assessment,,0,1,,,,0
2k,,0,1,,,,0
Reinforcement Learning (Atari Games),,0,1,,Seaquest - OpenAI Gym,,0
Foveation,,0,0,,,,0
Cancer,,0,0,,,,0
Data Mining,,0,0,,,,0
Dehazing,,0,0,,,,0
Forgery,,0,0,,,,0
Write Computer Programs From Specifications,,0,0,,,,0
Clustering Multivariate Time Series,,0,0,,,,0
Chinese,,0,0,,,,0
Ecommerce,,0,0,,,,0
Sequential Diagnosis,,0,0,,,,0
Patient Outcomes,,0,0,,,,0
Mammogram,,0,0,,,,0
Ecg Risk Stratification,,0,0,,ngm,,0
Atrial Fibrillation,,0,0,,,,0
Advertising,,0,0,,,,0
Hand,,0,0,,,,0
Remote Sensing,,0,0,,,,0
Molecule Interpretation,,0,0,,,,0
Tomography,,0,0,,,,0
Magnetic Resonance Fingerprinting,,0,0,,,,0
Animation,,0,0,,,,0
Bilevel Optimization,,0,0,,Equilibrium-Traffic-Networks/Anaheim;  Equilibrium-Traffic-Networks/Eastern Massachusetts; 	Equilibrium-Traffic-Networks/Sioux Falls,,0
Dynamic graph embedding,,0,0,,,,0
Tensor Networks,,0,0,,,,0
Portfolio Optimization,,0,0,,Yahoo ,,0
hypergraph embedding,,0,0,,,,0
Intelligent Surveillance,,0,0,,,,0
Pain Intensity Regression,,0,0,,UNBC-McMaster ShoulderPain dataset,,0
Safe Exploration,,0,0,,,,0
Game of Chess,,0,0,,,,0
Game of Shogi,,0,0,,ELO Ratings,,0
FPS Games,,0,0,,,,0
Network Congestion Control,,0,0,,,,0
Artificial Life,,0,0,,,,0
Skull Stripping,,0,0,,,,0
Distributional Reinforcement Learning,,0,0,,,,0
Cryptanalysis,,0,0,,,,0
Learning to Execute,,0,0,,,,0
Outdoor Positioning,,0,0,,,,0
Materials Imaging,,0,0,,,,0
Query Wellformedness,,0,0,,Query Wellformedness,,0
Automatic Writing,,0,0,,,,0
Bayesian Optimisation,,0,0,,,,0
Radio Interferometry,,0,0,,,,0
Seismic Interpretation,,0,0,,,,0
Steganographics,,0,0,,,,0
Problem Decomposition,,0,0,,,,0
Non-Linear Elasticity,,0,0,,,,0
Metamerism,,0,0,,,,0
Web Credibility,,0,0,,,,0
Observation Completion,,0,0,,,,0
Graph Neural Network,,0,0,,..,,0
hypergraph partitioning,,0,0,,,,0
Game of Cricket,,0,0,,,,0
Transparency Separation,,0,0,,,,0
Molecular Dynamics,,0,0,,,,0
Data Poisoning,,0,0,,,,0
RDF Dataset Discovery,,0,0,,,,0
Lightfield,,0,0,,,,0
L2 Regularization,,0,0,,,,0
Automated Writing Evaluation,,0,0,,,,0
Landmine,,0,0,,,,0
Meme Captioning,,0,0,,,,0
Amodal Layout Estimation,,0,0,,,,0
Cover song identification,,0,0,,Da-TACOS; YouTube350; Covers80; SHS100K-TEST,,0
One-shot model fusion,,0,0,,,,0
Information Plane,,0,0,,,,0
Mutual Information Estimation,,0,0,,,,0
Misogynistic Aggression Identification,,0,0,,,,0
NetHack,,0,0,,,,0
Blink estimation,,0,0,,Researcher's Night; Eyeblink8; RT-BENE,,0
Spatial Interpolation,,0,0,,,,0
Hypergraph representations,,0,0,,,,0
quantum gate design,,0,0,,,,0
Sequential Quantile Estimation,,0,0,,,,0
Re-basin,,0,0,,,,0
Quantum Circuit Equivalence Checking,,0,0,,,,0
JSONiq Query Execution,,0,0,,,,0
Cyber Attack Investigation,,0,0,,,,0
Population Assignment,,0,0,,,,0
Survey Sampling,,0,0,,,,0
Influence Approximation,,0,0,,,,0
Robust Design,,0,0,,,,0
Ensemble Pruning,,0,0,,,,0
statistical independence testing,,0,0,,,,0
band gap regression,,0,0,,,,0
Sequential Correlation Estimation,,0,0,,,,0
Making Hiring Decisions,,0,0,,SIOP 2020/2021,,0
Survey,,0,0,,,,0
Domain Labelling,,0,0,,BabelDomains,,0
Cervical cancer biopsy identification,,0,0,,Cervical Cancer (Risk Factors) Data Set,,0
Breast Tissue Identification,,0,0,,Breast Tissue Data Set,,0
Sparse subspace-based clustering,,0,0,,,,0
Turning Point Identification,,0,0,,,,0
Edge-computing,,0,0,,,,0
Neural Stylization,,0,0,,Meshes,,0
Temporal Processing,,0,0,,,,0
Taxonomy Learning,,0,0,,,,0
Pulse wave simulation,,0,0,,,,0
Formalize foundations of universal algebra in dependent type theory,,0,0,,,,0
Data Ablation,,0,0,,,,0
Numerical Integration,,0,0,,,,0
Tensor Decomposition,,0,0,,,,0
Pronunciation Assessment,,0,0,,,,0
Dynamic Time Warping,,0,0,,,,0
Exponential degradation,,0,0,,,,0
Im2Spec,,0,0,,,,0
BRDF estimation,,0,0,,,,0
Stochastic Block Model,,0,0,,,,0
Emergent communications on relations,,0,0,,,,0
Reliable Intelligence Identification,,0,0,,,,0
Unity,,0,0,,,,0
Service Composition,,0,0,,,,0
Learning Theory,,0,0,,,,0
Riemannian optimization,,0,0,,,,0
Model Discovery,,0,0,,,,0
Spike Sorting,,0,0,,,,0
Additive models,,0,0,,,,0
Density Ratio Estimation,,0,0,,,,0
Experimental Design,,0,0,,,,0
FAD,,0,0,,,,0
Hard Attention,,0,0,,,,0
Literature Mining,,0,0,,,,0
Superpixels,,0,0,,,,0
Anachronisms,,0,0,,,,0
DNN Testing,,0,0,,,,0
Side Channel Analysis,,0,0,,,,0
Variational Monte Carlo,,0,0,,,,0
Graph Nonvolutional Network,,0,0,,,,0
Majority Voting Classifier,,0,0,,,,0
Neural Radiance Caching,,0,0,,,,0
Facial Editing,,0,0,,,,0
Tropical Cyclone Track Forecasting,,0,0,,,,0
Tropical Cyclone Intensity Forecasting,,0,0,,,,0
Procgen Hard (100M),,0,0,,,,0
SMC会议,,0,0,,,,0
ARQMath2,,0,0,,,,0
Nonparametric Clustering,,0,0,,,,0
Seismic Inversion,,0,0,,,,0
Seismic Imaging,,0,0,,,,0
Suggestion mining,,0,0,,,,0
Geometry-aware processing,,0,0,,,,0
Second-order methods,,0,0,,,,0
PSO-ConvNets Dynamics 1,,0,0,,,,0
PSO-ConvNets Dynamics 2,,0,0,,,,0
PAC learning,,0,0,,,,0
Maximum Separation,,0,0,,,,0
Radar waveform design,,0,0,,,,0
Dataset Condensation,,0,0,,,,0
Weight Space Learning,,0,0,,,,0
Network Interpretation,,0,0,,,,0
File difference,,0,0,,,,0
Respiratory Rate Estimation,,0,0,,,,0
Molecular Docking,,0,0,,,,0
Penn Machine Learning Benchmark (Real-World),,0,0,,,,0
Deep Feature Inversion,,0,0,,,,0
Computational fabrication,,0,0,,,,0
Stability-aware design,,0,0,,,,0
Brain Morphometry,,0,0,,,,0
Rubik's Cube,,0,0,,,,0
Thompson Sampling,,0,0,,,,0
Federated Unsupervised Learning,,0,0,,,,0
Humanoid Control,,0,0,,,,0
Spatial Token Mixer,,0,0,,,,0
Steganalysis,,0,0,,,,0
highlight removal,,0,0,,,,0
Job Shop Scheduling,,0,0,,,,0
Li-ion battery degradation modes diagnosis,,0,0,,,,0
Battery diagnosis,,0,0,,,,0
Penn Machine Learning Benchmark,,0,0,,Real-world Datasets,,0
Compiler Optimization,,0,0,,,,0
Data Valuation,,0,0,,,,0
Efficient Neural Network,,0,0,,,,0
Eikonal Tomography,,0,0,,,,0
Tree Decomposition,,0,0,,,,0
Weakly-supervised Learning,,0,0,,,,0
Result aggregation,,0,0,,,,0
quantum gate calibration,,0,0,,,,0
Ontology Subsumption Inferece,,0,0,,,,0
Ontology Embedding,,0,0,,,,0
Model free quantum gate design,,0,0,,,,0
Multi-Modal Learning,,0,0,,,,0
Joint Deblur and Frame Interpolation,,0,0,,,,0
Joint Deblur and Unrolling,,0,0,,,,0
Sensitivity,,0,0,,,,0
Unsupervised Long Term Person Re-Identification,,0,0,,,,0
Collaborative Plan Acquisition,,0,0,,,,0
DNA analysis,,0,0,,,,0
Relation Network,,0,0,,,,0
MonkeyPox Diagnosis,,0,0,,,,0
Cloud Computing,,0,0,,,,0
molecular representation,,0,0,,,,0
Self Adaptive System,,0,0,,,,0
Constrained Clustering,,0,0,,,,0
Linguistic steganography,,0,0,,,,0
Hearing Aid and device processing,,0,0,,,,0
NWP Post-processing,,0,0,,,,0
Persuasiveness,,0,0,,,,0
Diffusion Personalization,,0,0,,,,0
Geometry Problem Solving,,0,0,,,,0
Artificial Global Workspace,,0,0,,,,0
Atomistic Description,,0,0,,,,0
de novo peptide sequencing,,0,0,,,,0
WNLI,,0,0,,,,0
GPS Embeddings,,0,0,,Geo-Tagged NUS-WIDE (GPS + Visual); Geo-Tagged NUS-WIDE (GPS Only),,0
Partially Labeled Datasets,,0,0,,,,0
Pseudo Label Filtering,,0,0,,,,0
Non-Adversarial Robustness,,0,0,,,,0
C++ code,,0,0,,,,0
Discrete Choice Models,,0,0,,,,0
Machine Unlearning,,0,0,,,,0
Pre-Fine-Tuning Weight Recovery,,0,0,,,,0
nlg evaluation,,0,0,,,,0
Computational Efficiency,,0,0,,Plant village,,0
6D Vision,,0,0,,,,0
Satellite Orbit Determination,,0,0,,,,0
Signal Processing,,0,0,,,,0
Feature Correlation,,0,0,,,,0
Single Particle Analysis,,0,0,,,,0
Earth Observation,,0,0,,,,0
ERP,,0,0,,,,0
SSVEP,,0,0,,,,0
Financial Analysis,,0,0,,,,0
Portrait Animation,,0,0,,,,0
Diversity,,0,0,,,,0
Therapeutics Data Commons,,0,0,,,,0
Dataset Distillation,,0,0,,,,0
Network Identification,,0,0,,,,0
Wrong PDF attached,,0,0,,,,0
Vietnamese Multimodal Learning,,0,0,,,,0
Ingenuity,,0,0,,,,0
Deep imbalanced regression,,0,0,,,,0
Local intrinsic dimension estimation,,0,0,,,,0
Surrogate Hydrodynamic Modeling,,0,0,,,,0
Part-based Representation Learning,,0,0,,,,0
Assortment Optimization,,0,0,,,,0
Test Case Creation,,0,0,,,,0
Disjoint 19-1,,0,0,,PASCAL VOC 2012,,0
Pupil Diameter Estimation,,0,0,,,,0
Mammographic Breast Positioning Assessment,,0,0,,,,0
ARC,,0,0,,,,0
HellaSwag,,0,0,,,,0
Student dropout,,0,0,,,,0
Crash injury severity,,0,0,,,,0
Kolmogorov-Arnold Networks,,0,0,,,,0
test driven development,,0,0,,,,0
Molecular geometry optimization,,0,0,,,,0
Computational chemistry,,0,0,,,,0
rllib,,0,0,,,,0
scientific discovery,,0,0,,,,0
Missing Values,,0,0,,,,0
Vietnamese Lexical Normalization,,0,0,,,,0
Traffic Signal Control,,0,0,,,,0
(deleted task 2),,0,0,,,,0
DFT Z isomer pi-pi* wavelength,,0,0,,,,0
Mamba,,0,0,,,,0
State Space Models,,0,0,,,,0
Political evalutation,,0,0,,,,0
User Identification,,0,0,,,,0
scoring rule,,0,0,,,,0
Minecraft,,0,0,,,,0
4K 60Fps,,0,0,,,,0
Model Optimization,,0,0,,,,0
LMM real-life tasks,,0,0,,Leaderboard,,0
Drug Design,,0,0,,,,0
dambreak,,0,0,,,,0
ArabicMMLU,,0,0,,,,0
Autonomous Racing,,0,0,,,,0
Geometry-based operator learning,,0,0,,,,0
Dynamic neural networks,,0,0,,,,0
model,,0,0,,,,0
iFun,,0,0,,,,0
global-optimization,,0,0,,,,0
Data Driven Optimal Control,,0,0,,,,0
spatio-temporal extrapolation,,0,0,,,,0
陕西、四川、重庆地区2017-2022年末人口数（如图1-7所示）中，陕西省人口数较稳 定，维持在3940万人，四川和重庆均呈上升趋势。,,0,0,,,,0
ICU Admission,,0,0,,,,0
input filtering,,0,0,,,,0
Human Fitting,,0,0,,,,0
Self-Evolving AI,,0,0,,,,0
Integrated sensing and communication,,0,0,,,,0
ISAC,,0,0,,,,0
parameter estimation,,0,0,,,,0
tensor algebra,,0,0,,,,0
compressed sensing,,0,0,,,,0
subspace methods,,0,0,,,,0
Lifelong learning,,0,0,,,,0
Exemplar-Free,,0,0,,,,0
Prompt Learning,,0,0,,,,0
Mixture-of-Experts,,0,0,,,,0
OpenAI Vision,,0,0,,,,0
Lightweight Deployment,,0,0,,,,0
BraTS2021,,0,0,,,,0
Weather Editing,,0,0,,,,0
State Estimation,,0,0,,,,0
PHMbench,,0,0,,,,0
Terrain Estimation,,0,0,,,,0
Human Agent Collaboration,,0,0,,,,0
Diverse Top-k Subgroup List Discovery,,0,0,,,,0
